UF,Cidade,Codigo,TotalEleitores,TotalComparecimento
"RS","SANTANA DA BOA VISTA",88439,6624,5299.2
"RS","SANT'ANA DO LIVRAMENTO",88455,74367,59493.6
"RS","SANTA ROSA",88471,58180,46544.0
"RS","SANTA TEREZA",87629,1764,1411.2
"RS","SANTA VITÓRIA DO PALMAR",88498,24506,19604.8
"RS","SANTIAGO",88510,40855,32684.0
"RS","SANTO ÂNGELO",88536,60907,48725.6
"RS","SANTO ANTÔNIO DA PATRULHA",88552,34017,27213.6
"RS","SANTO ANTÔNIO DAS MISSÕES",88579,8580,6864.0
"RS","SANTO ANTÔNIO DO PALMA",87645,1989,1591.2
"RS","SANTO ANTÔNIO DO PLANALTO",87661,2086,1668.8
"RS","SANTO AUGUSTO",88595,11268,9014.4
"RS","SANTO CRISTO",88617,12439,9951.2
"RS","SANTO EXPEDITO DO SUL",87688,2240,1792.0
"RS","SÃO BORJA",88633,48319,38655.2
"RS","SÃO DOMINGOS DO SUL",84832,2639,2111.2
"RS","SÃO FRANCISCO DE ASSIS",88650,14558,11646.4
"RS","SÃO FRANCISCO DE PAULA",88676,16034,12827.2
"RS","SÃO GABRIEL",88692,45722,36577.6
"RS","SÃO JERÔNIMO",88714,15860,12688.0
"RS","SÃO JOÃO DA URTIGA",84859,4171,3336.8
"RS","SÃO JOÃO DO POLÊSINE",87700,2569,2055.2
"RS","SÃO JORGE",84794,2444,1955.2
"RS","SÃO JOSÉ DAS MISSÕES",87769,2310,1848.0
"RS","SÃO JOSÉ DO HERVAL",85588,2216,1772.8
"RS","SÃO JOSÉ DO HORTÊNCIO",85324,3618,2894.4
"RS","SÃO JOSÉ DO INHACORÁ",87742,2277,1821.6
"RS","SÃO JOSÉ DO NORTE",88730,20669,16535.2
"RS","SÃO JOSÉ DO OURO",88757,5769,4615.2
"RS","SÃO JOSÉ DOS AUSENTES",87726,3203,2562.4
"RS","SÃO JOSÉ DO SUL",89460,1955,1564.0
"RS","SÃO LEOPOLDO",88773,167577,134061.6
"RS","SÃO LOURENÇO DO SUL",88790,35562,28449.6
"RS","SÃO LUIZ GONZAGA",88811,26875,21500.0
"RS","SÃO MARCOS",88838,16343,13074.4
"RS","SÃO MARTINHO",88854,4796,3836.8
"RS","SÃO MARTINHO DA SERRA",87785,3147,2517.6
"RS","SÃO MIGUEL DAS MISSÕES",85480,5866,4692.8
"RS","SÃO NICOLAU",88870,4239,3391.2
"RS","SÃO PAULO DAS MISSÕES",88897,5230,4184.0
"RS","SÃO PEDRO DA SERRA",87807,3262,2609.6
"RS","SÃO PEDRO DAS MISSÕES",89486,1643,1314.4
"RS","SÃO PEDRO DO BUTIÁ",87823,2569,2055.2
"RS","SÃO PEDRO DO SUL",88919,12757,10205.6
"RS","SÃO SEBASTIÃO DO CAÍ",88935,17518,14014.4
"RS","SÃO SEPÉ",88951,17180,13744.0
"RS","SÃO VALENTIM",88978,3138,2510.4
"RS","SÃO VALENTIM DO SUL",87840,2198,1758.4
"RS","SÃO VALÉRIO DO SUL",87866,2306,1844.8
"RS","SÃO VENDELINO",85383,2303,1842.4
"RS","SÃO VICENTE DO SUL",86754,6835,5468.0
"RS","SAPIRANGA",88994,62427,49941.6
"RS","SAPUCAIA DO SUL",89010,106176,84940.8
"RS","SARANDI",89036,17086,13668.8
"RS","SEBERI",89052,9223,7378.4
"RS","SEDE NOVA",85707,2433,1946.4
"RS","SEGREDO",85529,5588,4470.4
"RS","SELBACH",89079,4380,3504.0
"RS","SENADOR SALGADO FILHO",88765,2624,2099.2
"RS","SENTINELA DO SUL",87882,4206,3364.8
"RS","SERAFINA CORRÊA",89095,12563,10050.4
"RS","SÉRIO",87904,2049,1639.2
"RS","SERTÃO",89117,4924,3939.2
"RS","SERTÃO SANTANA",87920,5420,4336.0
"RS","SETE DE SETEMBRO",88706,1775,1420.0
"RS","SEVERIANO DE ALMEIDA",89133,3415,2732.0
"RS","SILVEIRA MARTINS",84956,2228,1782.4
"RS","SINIMBU",87947,6896,5516.8
"RS","SOBRADINHO",89176,10768,8614.4
"RS","SOLEDADE",89192,21803,17442.4
"RS","TABAÍ",88722,3949,3159.2
"RS","TAPEJARA",89214,17410,13928.0
"RS","TAPERA",89230,7937,6349.6
"RS","TAPES",89257,11798,9438.4
"RS","TAQUARA",89273,42177,33741.6
"RS","TAQUARI",89290,19512,15609.6
"RS","TAQUARUÇU DO SUL",85669,2782,2225.6
"RS","TAVARES",89710,4518,3614.4
"RS","TENENTE PORTELA",89311,10578,8462.4
"RS","TERRA DE AREIA",85162,7672,6137.6
"RS","TEUTÔNIA",98213,25338,20270.4
"RS","TIO HUGO",89508,2606,2084.8
"RS","TIRADENTES DO SUL",87963,4616,3692.8
"RS","TOROPI",88900,2702,2161.6
"RS","TORRES",89338,32004,25603.2
"RS","TRAMANDAÍ",89354,37786,30228.8
"RS","TRAVESSEIRO",87980,1958,1566.4
"RS","TRÊS ARROIOS",84743,2438,1950.4
"RS","TRÊS CACHOEIRAS",85367,7978,6382.4
"RS","TRÊS COROAS",89370,17566,14052.8
"RS","TRÊS DE MAIO",89397,18295,14636.0
"RS","TRÊS FORQUILHAS",88005,3027,2421.6
"RS","TRÊS PALMEIRAS",86142,3986,3188.8
"RS","TRÊS PASSOS",89419,18489,14791.2
"RS","TRINDADE DO SUL",85006,5336,4268.8
"RS","TRIUNFO",89435,22206,17764.8
"RS","TUCUNDUVA",89451,4743,3794.4
"RS","TUNAS",84840,3387,2709.6
"RS","TUPANCI DO SUL",88021,1509,1207.2
"RS","TUPANCIRETÃ",89478,16223,12978.4
"RS","TUPANDI",85723,4256,3404.8
"RS","TUPARENDI",89494,7146,5716.8
"RS","TURUÇU",88501,3408,2726.4
"RS","UBIRETAMA",88609,1866,1492.8
"RS","UNIÃO DA SERRA",88048,1519,1215.2
"RS","UNISTALDA",88480,2689,2151.2
"RS","URUGUAIANA",89516,88348,70678.4
"RS","VACARIA",89532,47631,38104.8
"RS","VALE DO SOL",88064,8194,6555.2
"RS","VALE REAL",88080,4908,3926.4
"RS","VALE VERDE",88668,3146,2516.8
"RS","VANINI",84913,2026,1620.8
"RS","VENÂNCIO AIRES",89559,53695,42956.0
"RS","VERA CRUZ",89575,18796,15036.8
"RS","VERANÓPOLIS",89591,18334,14667.2
"RS","VESPASIANO CORRÊA",88781,2314,1851.2
"RS","VIADUTOS",89613,4137,3309.6
"RS","VIAMÃO",89630,164699,131759.2
"RS","VICENTE DUTRA",89656,3816,3052.8
"RS","VICTOR GRAEFF",89699,2481,1984.8
"RS","VILA FLORES",86061,3336,2668.8
"RS","VILA LÂNGARO",88749,2134,1707.2
"RS","VILA MARIA",85642,3617,2893.6
"RS","VILA NOVA DO SUL",88102,3807,3045.6
"RS","VISTA ALEGRE",85600,2524,2019.2
"RS","VISTA ALEGRE DO PRATA",85863,1653,1322.4
"RS","VISTA GAÚCHA",85847,2671,2136.8
"RS","VITÓRIA DAS MISSÕES",88129,3403,2722.4
"RS","WESTFALIA",89524,2638,2110.4
"RS","XANGRI-LÁ",88145,13326,10660.8
"SC","ABDON BATISTA",80225,2585,2068.0
"SC","ABELARDO LUZ",80012,12849,10279.2
"SC","AGROLÂNDIA",80039,8082,6465.6
"SC","AGRONÔMICA",80055,4370,3496.0
"SC","ÁGUA DOCE",80071,5511,4408.8
"SC","ÁGUAS DE CHAPECÓ",80098,4573,3658.4
"SC","ÁGUAS FRIAS",80500,2479,1983.2
"SC","ÁGUAS MORNAS",80110,6259,5007.2
"SC","ALFREDO WAGNER",80136,7774,6219.2
"SC","ALTO BELA VISTA",81302,1790,1432.0
"SC","ANCHIETA",80152,5099,4079.2
"SC","ANGELINA",80179,4995,3996.0
"SC","ANITA GARIBALDI",80195,6817,5453.6
"SC","ANITÁPOLIS",80217,3160,2528.0
"SC","ANTÔNIO CARLOS",80233,8742,6993.6
"SC","APIÚNA",80063,8333,6666.4
"SC","ARABUTÃ",80489,3739,2991.2
"SC","ARAQUARI",80250,24143,19314.4
"SC","ARARANGUÁ",80276,53928,43142.4
"SC","ARMAZÉM",80292,6886,5508.8
"SC","ARROIO TRINTA",80314,3013,2410.4
"SC","ARVOREDO",80802,2424,1939.2
"SC","ASCURRA",80330,6660,5328.0
"SC","ATALANTA",80357,2861,2288.8
"SC","AURORA",80373,4943,3954.4
"SC","BALNEÁRIO ARROIO DO SILVA",81728,11357,9085.6
"SC","BALNEÁRIO BARRA DO SUL",80683,10497,8397.6
"SC","BALNEÁRIO CAMBORIÚ",80390,104769,83815.2
"SC","BALNEÁRIO GAIVOTA",81744,11342,9073.6
"SC","BALNEÁRIO PIÇARRAS",82511,20309,16247.2
"SC","BALNEÁRIO RINCÃO",83909,12392,9913.6
"SC","BANDEIRANTE",81582,2847,2277.6
"SC","BARRA BONITA",81760,1759,1407.2
"SC","BARRA VELHA",80411,26302,21041.6
"SC","BELA VISTA DO TOLDO",81221,5227,4181.6
"SC","BELMONTE",80748,2364,1891.2
"SC","BENEDITO NOVO",80438,8372,6697.6
"SC","BIGUAÇU",80454,54964,43971.2
"SC","BLUMENAU",80470,264176,211340.8
"SC","BOCAINA DO SUL",81280,3074,2459.2
"SC","BOMBINHAS",80985,18263,14610.4
"SC","BOM JARDIM DA SERRA",83895,3833,3066.4
"SC","BOM JESUS",81388,2486,1988.8
"SC","BOM JESUS DO OESTE",81469,1857,1485.6
"SC","BOM RETIRO",80497,6569,5255.2
"SC","BOTUVERÁ",80519,4548,3638.4
"SC","BRAÇO DO NORTE",80535,25091,20072.8
"SC","BRAÇO DO TROMBUDO",80420,3205,2564.0
"SC","BRUNÓPOLIS",81787,2744,2195.2
"SC","BRUSQUE",80551,97664,78131.2
"SC","CAÇADOR",80578,54002,43201.6
"SC","CAIBI",80594,5153,4122.4
"SC","CALMON",80667,3010,2408.0
"SC","CAMBORIÚ",80616,59108,47286.4
"SC","CAMPO ALEGRE",80632,9960,7968.0
"SC","CAMPO BELO DO SUL",80659,5911,4728.8
"SC","CAMPO ERÊ",80675,7417,5933.6
"SC","CAMPOS NOVOS",80691,26848,21478.4
"SC","CANELINHA",80713,9775,7820.0
"SC","CANOINHAS",80730,43100,34480.0
"SC","CAPÃO ALTO",81248,2859,2287.2
"SC","CAPINZAL",80756,17098,13678.4
"SC","CAPIVARI DE BAIXO",81027,18079,14463.2
"SC","CATANDUVAS",80772,8040,6432.0
"SC","CAXAMBU DO SUL",80799,4251,3400.8
"SC","CELSO RAMOS",80268,2736,2188.8
"SC","CERRO NEGRO",80381,3085,2468.0
"SC","CHAPADÃO DO LAGEADO",81701,2652,2121.6
"SC","CHAPECÓ",80810,160692,128553.6
"SC","COCAL DO SUL",80306,14611,11688.8
"SC","CONCÓRDIA",80837,59899,47919.2
"SC","CORDILHEIRA ALTA",81043,3984,3187.2
"SC","CORONEL FREITAS",80853,8166,6532.8
"SC","CORONEL MARTINS",81108,1976,1580.8
"SC","CORREIA PINTO",83950,12106,9684.8
"SC","CORUPÁ",80870,11907,9525.6
"SC","CRICIÚMA",80896,154528,123622.4
"SC","CUNHA PORÃ",80918,8642,6913.6
"SC","CUNHATAÍ",81620,1768,1414.4
"SC","CURITIBANOS",80934,31552,25241.6
"SC","DESCANSO",80950,7146,5716.8
"SC","DIONÍSIO CERQUEIRA",80977,11972,9577.6
"SC","DONA EMMA",80993,3381,2704.8
"SC","DOUTOR PEDRINHO",80080,3031,2424.8
"SC","ENTRE RIOS",81426,2916,2332.8
"SC","ERMO",81167,2426,1940.8
"SC","ERVAL VELHO",81019,3801,3040.8
"SC","FAXINAL DOS GUEDES",81035,8541,6832.8
"SC","FLOR DO SERTÃO",81604,1688,1350.4
"SC","FLORIANÓPOLIS",81051,406989,325591.2
"SC","FORMOSA DO SUL",80888,2408,1926.4
"SC","FORQUILHINHA",81060,21679,17343.2
"SC","FRAIBURGO",81078,26360,21088.0
"SC","FREI ROGÉRIO",81329,2135,1708.0
"SC","GALVÃO",81094,2740,2192.0
"SC","GAROPABA",81132,22250,17800.0
"SC","GARUVA",81159,12083,9666.4
"SC","GASPAR",81175,50201,40160.8
"SC","GOVERNADOR CELSO RAMOS",81116,15565,12452.0
"SC","GRÃO-PARÁ",81191,5477,4381.6
"SC","GRAVATAL",81213,9205,7364.0
"SC","GUABIRUBA",81230,16468,13174.4
"SC","GUARACIABA",81256,8666,6932.8
"SC","GUARAMIRIM",81272,32801,26240.8
"SC","GUARUJÁ DO SUL",81299,4038,3230.4
"SC","GUATAMBÚ",80527,5822,4657.6
"SC","HERVAL D'OESTE",81310,16937,13549.6
"SC","IBIAM",81400,1852,1481.6
"SC","IBICARÉ",81337,2943,2354.4
"SC","IBIRAMA",81353,15414,12331.2
"SC","IÇARA",81370,43199,34559.2
"SC","ILHOTA",81396,11884,9507.2
"SC","IMARUÍ",81418,9687,7749.6
"SC","IMBITUBA",81434,40659,32527.2
"SC","IMBUIA",81450,5078,4062.4
"SC","INDAIAL",81477,49526,39620.8
"SC","IOMERÊ",81361,2713,2170.4
"SC","IPIRA",81493,3721,2976.8
"SC","IPORÃ DO OESTE",80020,7365,5892.0
"SC","IPUAÇU",80829,5737,4589.6
"SC","IPUMIRIM",81515,6082,4865.6
"SC","IRACEMINHA",80187,3650,2920.0
"SC","IRANI",81531,7638,6110.4
"SC","IRATI",80861,2016,1612.8
"SC","IRINEÓPOLIS",81558,8156,6524.8
"SC","ITÁ",81574,5778,4622.4
"SC","ITAIÓPOLIS",81590,16177,12941.6
"SC","ITAJAÍ",81612,170905,136724.0
"SC","ITAPEMA",81639,52916,42332.8
"SC","ITAPIRANGA",81655,12331,9864.8
"SC","ITAPOÁ",81663,18720,14976.0
"SC","ITUPORANGA",81671,19335,15468.0
"SC","JABORÁ",81698,3783,3026.4
"SC","JACINTO MACHADO",81710,9148,7318.4
"SC","JAGUARUNA",81736,15584,12467.2
"SC","JARAGUÁ DO SUL",81752,124969,99975.2
"SC","JARDINÓPOLIS",81140,1676,1340.8
"SC","JOAÇABA",81779,22492,17993.6
"SC","JOINVILLE",81795,434389,347511.2
"SC","JOSÉ BOITEUX",80101,4271,3416.8
"SC","JUPIÁ",81540,2182,1745.6
"SC","LACERDÓPOLIS",81817,1952,1561.6
"SC","LAGES",81833,126181,100944.8
"SC","LAGUNA",81850,36024,28819.2
"SC","LAJEADO GRANDE",80586,1551,1240.8
"SC","LAURENTINO",81876,5852,4681.6
"SC","LAURO MÜLLER",81892,12346,9876.8
"SC","LEBON RÉGIS",81914,8231,6584.8
"SC","LEOBERTO LEAL",81930,3176,2540.8
"SC","LINDÓIA DO SUL",80047,3877,3101.6
"SC","LONTRAS",81957,9281,7424.8
"SC","LUIZ ALVES",81973,9520,7616.0
"SC","LUZERNA",81809,4813,3850.4
"SC","MACIEIRA",80900,2002,1601.6
"SC","MAFRA",81990,41878,33502.4
"SC","MAJOR GERCINO",82015,3215,2572.0
"SC","MAJOR VIEIRA",82031,6006,4804.8
"SC","MARACAJÁ",83917,6209,4967.2
"SC","MARAVILHA",82058,19850,15880.0
"SC","MAREMA",82066,2198,1758.4
"SC","MASSARANDUBA",82074,13326,10660.8
"SC","MATOS COSTA",82090,2332,1865.6
"SC","MELEIRO",82112,5741,4592.8
"SC","MIRIM DOCE",80365,2249,1799.2
"SC","MODELO",82139,3388,2710.4
"SC","MONDAÍ",82155,7289,5831.2
"SC","MONTE CARLO",80004,6859,5487.2
"SC","MONTE CASTELO",82171,6851,5480.8
"SC","MORRO DA FUMAÇA",82198,13776,11020.8
"SC","MORRO GRANDE",81086,2639,2111.2
"SC","NAVEGANTES",82210,59311,47448.8
"SC","NOVA ERECHIM",82236,3972,3177.6
"SC","NOVA ITABERABA",80322,3862,3089.6
"SC","NOVA TRENTO",82252,11136,8908.8
"SC","NOVA VENEZA",82279,12381,9904.8
"SC","NOVO HORIZONTE",80764,2529,2023.2
"SC","ORLEANS",82295,19299,15439.2
"SC","OTACÍLIO COSTA",83976,12624,10099.2
"SC","OURO",82317,5762,4609.6
"SC","OURO VERDE",80845,2042,1633.6
"SC","PAIAL",81442,1954,1563.2
"SC","PAINEL",81264,2462,1969.6
"SC","PALHOÇA",82333,144115,115292.0
"SC","PALMA SOLA",82350,5195,4156.0
"SC","PALMEIRA",81566,2853,2282.4
"SC","PALMITOS",82376,12227,9781.6
"SC","PAPANDUVA",82392,14504,11603.2
"SC","PARAÍSO",80705,3491,2792.8
"SC","PASSO DE TORRES",80403,8145,6516.0
"SC","PASSOS MAIA",80624,3409,2727.2
"SC","PAULO LOPES",82414,7114,5691.2
"SC","PEDRAS GRANDES",82430,4110,3288.0
"SC","PENHA",82457,23741,18992.8
"SC","PERITIBA",82473,2783,2226.4
"SC","PESCARIA BRAVA",83925,8003,6402.4
"SC","PETROLÂNDIA",82490,5275,4220.0
"SC","PINHALZINHO",82538,15216,12172.8
"SC","PINHEIRO PRETO",82554,2895,2316.0
"SC","PIRATUBA",82570,5161,4128.8
"SC","PLANALTO ALEGRE",80543,2824,2259.2
"SC","POMERODE",82597,26320,21056.0
"SC","PONTE ALTA",82619,3957,3165.6
"SC","PONTE ALTA DO NORTE",80926,2737,2189.6
"SC","PONTE SERRADA",82635,8129,6503.2
"SC","PORTO BELO",82651,18485,14788.0
"SC","PORTO UNIÃO",82678,25969,20775.2
"SC","POUSO REDONDO",82694,11947,9557.6
"SC","PRAIA GRANDE",82716,6417,5133.6
"SC","PRESIDENTE CASTELLO BRANCO",82732,1582,1265.6
"SC","PRESIDENTE GETÚLIO",82759,13927,11141.6
"SC","PRESIDENTE NEREU",82775,2169,1735.2
"SC","PRINCESA",81647,2510,2008.0
"SC","QUILOMBO",82791,8193,6554.4
"SC","RANCHO QUEIMADO",82813,3262,2609.6
"SC","RIO DAS ANTAS",82830,5171,4136.8
"SC","RIO DO CAMPO",82856,5240,4192.0
"SC","RIO DO OESTE",82872,5909,4727.2
"SC","RIO DOS CEDROS",82899,8426,6740.8
"SC","RIO DO SUL",82910,51545,41236.0
"SC","RIO FORTUNA",82937,4341,3472.8
"SC","RIO NEGRINHO",82953,32459,25967.2
"SC","RIO RUFINO",80608,2250,1800.0
"SC","RIQUEZA",80560,3906,3124.8
"SC","RODEIO",82970,9192,7353.6
"SC","ROMELÂNDIA",82996,4154,3323.2
"SC","SALETE",83011,6212,4969.6
"SC","SALTINHO",81523,3172,2537.6
"SC","SALTO VELOSO",83038,3475,2780.0
"SC","SANGÃO",81000,8742,6993.6
"SC","SANTA CECÍLIA",83054,12199,9759.2
"SC","SANTA HELENA",80721,2193,1754.4
"SC","SANTA ROSA DE LIMA",83070,1958,1566.4
"SC","SANTA ROSA DO SUL",80241,7539,6031.2
"SC","SANTA TEREZINHA",80349,6652,5321.6
"SC","SANTA TEREZINHA DO PROGRESSO",81507,2494,1995.2
"SC","SANTIAGO DO SUL",81205,1521,1216.8
"SC","SANTO AMARO DA IMPERATRIZ",83097,19408,15526.4
"SC","SÃO BENTO DO SUL",83119,63900,51120.0
"SC","SÃO BERNARDINO",81485,2475,1980.0
"SC","SÃO BONIFÁCIO",83135,2781,2224.8
"SC","SÃO CARLOS",83151,8152,6521.6
"SC","SÃO CRISTÓVÃO DO SUL",80942,3564,2851.2
"SC","SÃO DOMINGOS",83178,7240,5792.0
"SC","SÃO FRANCISCO DO SUL",83194,41157,32925.6
"SC","SÃO JOÃO BATISTA",83216,23085,18468.0
"SC","SÃO JOÃO DO ITAPERIÚ",81124,3836,3068.8
"SC","SÃO JOÃO DO OESTE",80640,4925,3940.0
"SC","SÃO JOÃO DO SUL",83232,6919,5535.2
"SC","SÃO JOAQUIM",83259,19485,15588.0
"SC","SÃO JOSÉ",83275,189706,151764.8
"SC","SÃO JOSÉ DO CEDRO",83291,10912,8729.6
"SC","SÃO JOSÉ DO CERRITO",83313,7439,5951.2
"SC","SÃO LOURENÇO DO OESTE",83330,19221,15376.8
"SC","SÃO LUDGERO",83356,9540,7632.0
"SC","SÃO MARTINHO",83372,3152,2521.6
"SC","SÃO MIGUEL DA BOA VISTA",80780,1692,1353.6
"SC","SÃO MIGUEL DO OESTE",83399,31832,25465.6
"SC","SÃO PEDRO DE ALCÂNTARA",81183,4327,3461.6
"SC","SAUDADES",83410,7534,6027.2
"SC","SCHROEDER",83437,13284,10627.2
"SC","SEARA",83453,13843,11074.4
"SC","SERRA ALTA",80284,2759,2207.2
"SC","SIDERÓPOLIS",83470,11391,9112.8
"SC","SOMBRIO",83496,21400,17120.0
"SC","SUL BRASIL",80446,2355,1884.0
"SC","TAIÓ",83518,14658,11726.4
"SC","TANGARÁ",83534,6651,5320.8
"SC","TIGRINHOS",81680,2009,1607.2
"SC","TIJUCAS",83550,33446,26756.8
"SC","TIMBÉ DO SUL",83933,4403,3522.4
"SC","TIMBÓ",83577,34792,27833.6
"SC","TIMBÓ GRANDE",80209,5964,4771.2
"SC","TRÊS BARRAS",83593,15124,12099.2
"SC","TREVISO",81345,3848,3078.4
"SC","TREZE DE MAIO",83615,6328,5062.4
"SC","TREZE TÍLIAS",83631,6079,4863.2
"SC","TROMBUDO CENTRAL",83658,5363,4290.4
"SC","TUBARÃO",83674,81747,65397.6
"SC","TUNÁPOLIS",83682,3863,3090.4
"SC","TURVO",83690,10091,8072.8
"SC","UNIÃO DO OESTE",80144,2416,1932.8
"SC","URUBICI",83712,7701,6160.8
"SC","URUPEMA",80160,2462,1969.6
"SC","URUSSANGA",83739,17678,14142.4
"SC","VARGEÃO",83755,2991,2392.8
"SC","VARGEM",80462,2430,1944.0
"SC","VARGEM BONITA",80969,3879,3103.2
"SC","VIDAL RAMOS",83771,5276,4220.8
"SC","VIDEIRA",83798,39137,31309.6
"SC","VITOR MEIRELES",80128,4326,3460.8
"SC","WITMARSUM",83810,3477,2781.6
"SC","XANXERÊ",83836,34195,27356.0
"SC","XAVANTINA",83852,3374,2699.2
"SC","XAXIM",83879,22765,18212.0
"SC","ZORTÉA",81825,3046,2436.8
"SE","AMPARO DE SÃO FRANCISCO",31011,2819,2255.2
"SE","AQUIDABÃ",31038,17112,13689.6
"SE","ARACAJU",31054,422721,338176.8
"SE","ARAUÁ",31070,9646,7716.8
"SE","AREIA BRANCA",31097,14641,11712.8
"SE","BARRA DOS COQUEIROS",31119,28092,22473.6
"SE","BOQUIM",31151,21945,17556.0
"SE","BREJO GRANDE",31135,7756,6204.8
"SE","CAMPO DO BRITO",31194,15272,12217.6
"SE","CANHOBA",31216,4597,3677.6
"SE","CANINDÉ DE SÃO FRANCISCO",31232,24331,19464.8
"SE","CAPELA",31259,26539,21231.2
"SE","CARIRA",31275,17011,13608.8
"SE","CARMÓPOLIS",31291,13160,10528.0
"SE","CEDRO DE SÃO JOÃO",31313,5350,4280.0
"SE","CRISTINÁPOLIS",31330,14545,11636.0
"SE","CUMBE",31372,4351,3480.8
"SE","DIVINA PASTORA",31399,4205,3364.0
"SE","ESTÂNCIA",31410,50227,40181.6
"SE","FEIRA NOVA",31437,5962,4769.6
"SE","FREI PAULO",31453,13447,10757.6
"SE","GARARU",31496,9260,7408.0
"SE","GENERAL MAYNARD",31470,3215,2572.0
"SE","GRACCHO CARDOSO",31518,6263,5010.4
"SE","ILHA DAS FLORES",31534,7623,6098.4
"SE","INDIAROBA",31550,13569,10855.2
"SE","ITABAIANA",31577,74004,59203.2
"SE","ITABAIANINHA",31593,31423,25138.4
"SE","ITABI",31615,4581,3664.8
"SE","ITAPORANGA D'AJUDA",31631,28869,23095.2
"SE","JAPARATUBA",31658,14719,11775.2
"SE","JAPOATÃ",31674,11373,9098.4
"SE","LAGARTO",31690,78960,63168.0
"SE","LARANJEIRAS",31712,22293,17834.4
"SE","MACAMBIRA",31739,6787,5429.6
"SE","MALHADA DOS BOIS",31755,4032,3225.6
"SE","MALHADOR",31771,10054,8043.2
"SE","MARUIM",31798,13078,10462.4
"SE","MOITA BONITA",31810,9627,7701.6
"SE","MONTE ALEGRE DE SERGIPE",31836,12488,9990.4
"SE","MURIBECA",31852,7448,5958.4
"SE","NEÓPOLIS",31879,14318,11454.4
"SE","NOSSA SENHORA APARECIDA",31356,7419,5935.2
"SE","NOSSA SENHORA DA GLÓRIA",31895,29039,23231.2
"SE","NOSSA SENHORA DAS DORES",31917,21012,16809.6
"SE","NOSSA SENHORA DE LOURDES",31933,5913,4730.4
"SE","NOSSA SENHORA DO SOCORRO",31950,117244,93795.2
"SE","PACATUBA",31976,11701,9360.8
"SE","PEDRA MOLE",31992,3373,2698.4
"SE","PEDRINHAS",32018,7671,6136.8
"SE","PINHÃO",32034,5535,4428.0
"SE","PIRAMBU",32050,8497,6797.6
"SE","POÇO REDONDO",32077,22050,17640.0
"SE","POÇO VERDE",32093,19481,15584.8
"SE","PORTO DA FOLHA",32115,24180,19344.0
"SE","PROPRIÁ",32131,19933,15946.4
"SE","RIACHÃO DO DANTAS",32158,17477,13981.6
"SE","RIACHUELO",32174,8325,6660.0
"SE","RIBEIRÓPOLIS",32190,14578,11662.4
"SE","ROSÁRIO DO CATETE",32212,8975,7180.0
"SE","SALGADO",32239,17519,14015.2
"SE","SANTA LUZIA DO ITANHY",32255,12227,9781.6
"SE","SANTANA DO SÃO FRANCISCO",31003,6231,4984.8
"SE","SANTA ROSA DE LIMA",32298,4436,3548.8
"SE","SANTO AMARO DAS BROTAS",32310,10334,8267.2
"SE","SÃO CRISTÓVÃO",32336,59962,47969.6
"SE","SÃO DOMINGOS",32352,8459,6767.2
"SE","SÃO FRANCISCO",32379,3735,2988.0
"SE","SÃO MIGUEL DO ALEIXO",32395,4069,3255.2
"SE","SIMÃO DIAS",32417,36293,29034.4
"SE","SIRIRI",32433,6788,5430.4
"SE","TELHA",32450,3635,2908.0
"SE","TOBIAS BARRETO",32476,41133,32906.4
"SE","TOMAR DO GERU",32492,10237,8189.6
"SE","UMBAÚBA",32514,19186,15348.8
"SP","ADAMANTINA",61018,25284,20227.2
"SP","ADOLFO",61034,4087,3269.6
"SP","AGUAÍ",61050,24566,19652.8
"SP","ÁGUAS DA PRATA",61077,5804,4643.2
"SP","ÁGUAS DE LINDÓIA",61093,13732,10985.6
"SP","ÁGUAS DE SANTA BÁRBARA",70190,5011,4008.8
"SP","ÁGUAS DE SÃO PEDRO",61115,4081,3264.8
"SP","AGUDOS",61131,28865,23092.0
"SP","ALAMBARI",61581,4846,3876.8
"SP","ALFREDO MARCONDES",61158,3810,3048.0
"SP","ALTAIR",61174,2943,2354.4
"SP","ALTINÓPOLIS",61190,12612,10089.6
"SP","ALTO ALEGRE",61212,3606,2884.8
"SP","ALUMÍNIO",61220,13811,11048.8
"SP","ÁLVARES FLORENCE",61239,3499,2799.2
"SP","ÁLVARES MACHADO",61255,17584,14067.2
"SP","ÁLVARO DE CARVALHO",61271,2736,2188.8
"SP","ALVINLÂNDIA",61298,2564,2051.2
"SP","AMERICANA",61310,181596,145276.8
"SP","AMÉRICO BRASILIENSE",61336,27157,21725.6
"SP","AMÉRICO DE CAMPOS",61352,4714,3771.2
"SP","AMPARO",61379,54011,43208.8
"SP","ANALÂNDIA",61395,4691,3752.8
"SP","ANDRADINA",61417,42429,33943.2
"SP","ANGATUBA",61433,17791,14232.8
"SP","ANHEMBI",61450,5440,4352.0
"SP","ANHUMAS",61476,3259,2607.2
"SP","APARECIDA",61492,26664,21331.2
"SP","APARECIDA D'OESTE",61514,3805,3044.0
"SP","APIAÍ",61530,18758,15006.4
"SP","ARAÇARIGUAMA",61263,17181,13744.8
"SP","ARAÇATUBA",61557,144817,115853.6
"SP","ARAÇOIABA DA SERRA",61573,25612,20489.6
"SP","ARAMINA",61590,4402,3521.6
"SP","ARANDU",61611,5478,4382.4
"SP","ARAPEÍ",61646,2394,1915.2
"SP","ARARAQUARA",61638,168713,134970.4
"SP","ARARAS",61654,95345,76276.0
