UF,Cidade,Codigo,TotalEleitores,TotalComparecimento
"MG","CARMO DA MATA",42790,9849,7879.2
"MG","CARMO DE MINAS",42811,9985,7988.0
"MG","CARMO DO CAJURU",42838,18821,15056.8
"MG","CARMO DO PARANAÍBA",42854,22891,18312.8
"MG","CARMO DO RIO CLARO",42870,15756,12604.8
"MG","CARMÓPOLIS DE MINAS",42897,13251,10600.8
"MG","CARNEIRINHO",40088,7979,6383.2
"MG","CARRANCAS",42919,3289,2631.2
"MG","CARVALHÓPOLIS",42935,3354,2683.2
"MG","CARVALHOS",42951,3907,3125.6
"MG","CASA GRANDE",42978,2737,2189.6
"MG","CASCALHO RICO",42994,3648,2918.4
"MG","CÁSSIA",43010,14317,11453.6
"MG","CATAGUASES",43052,53530,42824.0
"MG","CATAS ALTAS",41840,5018,4014.4
"MG","CATAS ALTAS DA NORUEGA",43079,3925,3140.0
"MG","CATUJI",40100,8496,6796.8
"MG","CATUTI",41866,4504,3603.2
"MG","CAXAMBU",43095,18029,14423.2
"MG","CEDRO DO ABAETÉ",43117,1382,1105.6
"MG","CENTRAL DE MINAS",43133,5643,4514.4
"MG","CENTRALINA",43150,7414,5931.2
"MG","CHÁCARA",43176,3869,3095.2
"MG","CHALÉ",43192,5139,4111.2
"MG","CHAPADA DO NORTE",43214,9322,7457.6
"MG","CHAPADA GAÚCHA",41882,9149,7319.2
"MG","CHIADOR",43230,3094,2475.2
"MG","CIPOTÂNEA",43257,5888,4710.4
"MG","CLARAVAL",43273,4731,3784.8
"MG","CLARO DOS POÇÕES",43290,7427,5941.6
"MG","CLÁUDIO",43311,22186,17748.8
"MG","COIMBRA",43338,6396,5116.8
"MG","COLUNA",43354,6883,5506.4
"MG","COMENDADOR GOMES",43370,2767,2213.6
"MG","COMERCINHO",43397,6897,5517.6
"MG","CONCEIÇÃO DA APARECIDA",43419,8023,6418.4
"MG","CONCEIÇÃO DA BARRA DE MINAS",43036,3615,2892.0
"MG","CONCEIÇÃO DAS ALAGOAS",43451,19981,15984.8
"MG","CONCEIÇÃO DAS PEDRAS",43435,2699,2159.2
"MG","CONCEIÇÃO DE IPANEMA",43478,4571,3656.8
"MG","CONCEIÇÃO DO MATO DENTRO",43494,18667,14933.6
"MG","CONCEIÇÃO DO PARÁ",43516,5294,4235.2
"MG","CONCEIÇÃO DO RIO VERDE",43532,10463,8370.4
"MG","CONCEIÇÃO DOS OUROS",43559,8825,7060.0
"MG","CÔNEGO MARINHO",41904,6219,4975.2
"MG","CONFINS",41920,6824,5459.2
"MG","CONGONHAL",43575,9514,7611.2
"MG","CONGONHAS",43591,43005,34404.0
"MG","CONGONHAS DO NORTE",43613,4342,3473.6
"MG","CONQUISTA",43630,5361,4288.8
"MG","CONSELHEIRO LAFAIETE",43656,92551,74040.8
"MG","CONSELHEIRO PENA",43672,15473,12378.4
"MG","CONSOLAÇÃO",43699,1975,1580.0
"MG","CONTAGEM",43710,456769,365415.2
"MG","COQUEIRAL",43737,7718,6174.4
"MG","CORAÇÃO DE JESUS",43753,21499,17199.2
"MG","CORDISBURGO",43770,6686,5348.8
"MG","CORDISLÂNDIA",43796,2868,2294.4
"MG","CORINTO",43818,20162,16129.6
"MG","COROACI",43834,7891,6312.8
"MG","COROMANDEL",43850,24361,19488.8
"MG","CORONEL FABRICIANO",43877,81990,65592.0
"MG","CORONEL MURTA",43893,7363,5890.4
"MG","CORONEL PACHECO",43915,2916,2332.8
"MG","CORONEL XAVIER CHAVES",43931,2964,2371.2
"MG","CÓRREGO DANTA",43958,3208,2566.4
"MG","CÓRREGO DO BOM JESUS",43974,4166,3332.8
"MG","CÓRREGO FUNDO",41947,5312,4249.6
"MG","CÓRREGO NOVO",43990,3836,3068.8
"MG","COUTO DE MAGALHÃES DE MINAS",44016,3936,3148.8
"MG","CRISÓLITA",41963,4744,3795.2
"MG","CRISTAIS",44032,8499,6799.2
"MG","CRISTÁLIA",44059,5208,4166.4
"MG","CRISTIANO OTONI",44075,4297,3437.6
"MG","CRISTINA",44091,8303,6642.4
"MG","CRUCILÂNDIA",44113,5449,4359.2
"MG","CRUZEIRO DA FORTALEZA",44130,4000,3200.0
"MG","CRUZÍLIA",44156,12985,10388.0
"MG","CUPARAQUE",41980,3847,3077.6
"MG","CURRAL DE DENTRO",42005,6666,5332.8
"MG","CURVELO",44172,61117,48893.6
"MG","DATAS",44199,5032,4025.6
"MG","DELFIM MOREIRA",44210,6323,5058.4
"MG","DELFINÓPOLIS",44237,6197,4957.6
"MG","DELTA",42021,7051,5640.8
"MG","DESCOBERTO",44253,4475,3580.0
"MG","DESTERRO DE ENTRE RIOS",44270,6180,4944.0
"MG","DESTERRO DO MELO",44296,3802,3041.6
"MG","DIAMANTINA",44318,38380,30704.0
"MG","DIOGO DE VASCONCELOS",44334,3790,3032.0
"MG","DIONÍSIO",44350,7028,5622.4
"MG","DIVINÉSIA",44377,4816,3852.8
"MG","DIVINO",44393,16067,12853.6
"MG","DIVINO DAS LARANJEIRAS",44415,4388,3510.4
"MG","DIVINOLÂNDIA DE MINAS",44431,6579,5263.2
"MG","DIVINÓPOLIS",44458,171186,136948.8
"MG","DIVISA ALEGRE",40126,5304,4243.2
"MG","DIVISA NOVA",44474,5024,4019.2
"MG","DIVISÓPOLIS",40142,7112,5689.6
"MG","DOM BOSCO",42048,3727,2981.6
"MG","DOM CAVATI",44490,4217,3373.6
"MG","DOM JOAQUIM",44512,4173,3338.4
"MG","DOM SILVÉRIO",44539,4451,3560.8
"MG","DOM VIÇOSO",44555,2965,2372.0
"MG","DONA EUSÉBIA",44571,5742,4593.6
"MG","DORES DE CAMPOS",44598,7834,6267.2
"MG","DORES DE GUANHÃES",44610,5277,4221.6
"MG","DORES DO INDAIÁ",44636,10180,8144.0
"MG","DORES DO TURVO",44652,5330,4264.0
"MG","DORESÓPOLIS",44679,2395,1916.0
"MG","DOURADOQUARA",44695,2072,1657.6
"MG","DURANDÉ",40169,6642,5313.6
"MG","ELÓI MENDES",44717,19954,15963.2
"MG","ENGENHEIRO CALDAS",44733,7568,6054.4
"MG","ENGENHEIRO NAVARRO",44750,5914,4731.2
"MG","ENTRE FOLHAS",40185,5807,4645.6
"MG","ENTRE RIOS DE MINAS",44776,12540,10032.0
"MG","ERVÁLIA",44792,15901,12720.8
"MG","ESMERALDAS",44814,53972,43177.6
"MG","ESPERA FELIZ",44830,18005,14404.0
"MG","ESPINOSA",44857,23207,18565.6
"MG","ESPÍRITO SANTO DO DOURADO",44873,5520,4416.0
"MG","ESTIVA",44890,9415,7532.0
"MG","ESTRELA DALVA",44911,2859,2287.2
"MG","ESTRELA DO INDAIÁ",44938,2733,2186.4
"MG","ESTRELA DO SUL",44954,5829,4663.2
"MG","EUGENÓPOLIS",44970,8713,6970.4
"MG","EWBANK DA CÂMARA",44997,4304,3443.2
"MG","EXTREMA",45012,39955,31964.0
"MG","FAMA",45039,3248,2598.4
"MG","FARIA LEMOS",45055,3396,2716.8
"MG","FELÍCIO DOS SANTOS",45071,5065,4052.0
"MG","FELISBURGO",45110,6012,4809.6
"MG","FELIXLÂNDIA",45136,12035,9628.0
"MG","FERNANDES TOURINHO",45152,2579,2063.2
"MG","FERROS",45179,8587,6869.6
"MG","FERVEDOURO",40207,8158,6526.4
"MG","FLORESTAL",45195,6804,5443.2
"MG","FORMIGA",45217,54913,43930.4
"MG","FORMOSO",45233,6113,4890.4
"MG","FORTALEZA DE MINAS",45250,3236,2588.8
"MG","FORTUNA DE MINAS",45276,2753,2202.4
"MG","FRANCISCO BADARÓ",45292,7361,5888.8
"MG","FRANCISCO DUMONT",45314,4436,3548.8
"MG","FRANCISCÓPOLIS",40223,5168,4134.4
"MG","FRANCISCO SÁ",45330,19437,15549.6
"MG","FREI GASPAR",45357,5578,4462.4
"MG","FREI INOCÊNCIO",45373,6627,5301.6
"MG","FREI LAGONEGRO",42064,3628,2902.4
"MG","FRONTEIRA",45390,10450,8360.0
"MG","FRONTEIRA DOS VALES",49352,4243,3394.4
"MG","FRUTA DE LEITE",42080,5162,4129.6
"MG","FRUTAL",45411,42706,34164.8
"MG","FUNILÂNDIA",45438,4930,3944.0
"MG","GALILÉIA",45454,5650,4520.0
"MG","GAMELEIRAS",42102,4717,3773.6
"MG","GLAUCILÂNDIA",42129,3854,3083.2
"MG","GOIABEIRA",42145,3117,2493.6
"MG","GOIANÁ",42161,4266,3412.8
"MG","GONÇALVES",45470,4025,3220.0
"MG","GONZAGA",45497,4884,3907.2
"MG","GOUVEIA",45519,10687,8549.6
"MG","GOVERNADOR VALADARES",45535,198705,158964.0
"MG","GRÃO MOGOL",45551,12020,9616.0
"MG","GRUPIARA",45578,1700,1360.0
"MG","GUANHÃES",45594,25611,20488.8
"MG","GUAPÉ",45616,10934,8747.2
"MG","GUARACIABA",45632,7769,6215.2
"MG","GUARACIAMA",42188,5139,4111.2
"MG","GUARANÉSIA",45659,15329,12263.2
"MG","GUARANI",45675,6860,5488.0
"MG","GUARARÁ",45691,3593,2874.4
"MG","GUARDA-MOR",45713,6145,4916.0
"MG","GUAXUPÉ",45730,39167,31333.6
"MG","GUIDOVAL",45756,6537,5229.6
"MG","GUIMARÂNIA",45772,6526,5220.8
"MG","GUIRICEMA",45799,7486,5988.8
"MG","GURINHATÃ",45810,5184,4147.2
"MG","HELIODORA",45837,5147,4117.6
"MG","IAPU",45853,8624,6899.2
"MG","IBERTIOGA",45870,4915,3932.0
"MG","IBIÁ",45896,17246,13796.8
"MG","IBIAÍ",45918,6793,5434.4
"MG","IBIRACATU",42200,6004,4803.2
"MG","IBIRACI",45934,9489,7591.2
"MG","IBIRITÉ",45950,118485,94788.0
"MG","IBITIÚRA DE MINAS",45977,3497,2797.6
"MG","IBITURUNA",45993,2569,2055.2
"MG","ICARAÍ DE MINAS",40240,8441,6752.8
"MG","IGARAPÉ",46019,33210,26568.0
"MG","IGARATINGA",46035,8191,6552.8
"MG","IGUATAMA",46051,6437,5149.6
"MG","IJACI",46078,5626,4500.8
"MG","ILICÍNEA",46094,9951,7960.8
"MG","IMBÉ DE MINAS",42226,5572,4457.6
"MG","INCONFIDENTES",46116,6430,5144.0
"MG","INDAIABIRA",42242,6482,5185.6
"MG","INDIANÓPOLIS",46132,5062,4049.6
"MG","INGAÍ",46159,2542,2033.6
"MG","INHAPIM",46175,20371,16296.8
"MG","INHAÚMA",46191,5549,4439.2
"MG","INIMUTABA",46213,6384,5107.2
"MG","IPABA",40266,14348,11478.4
"MG","IPANEMA",46230,15734,12587.2
"MG","IPATINGA",46256,181270,145016.0
"MG","IPIAÇU",46272,3970,3176.0
"MG","IPUIÚNA",46299,7685,6148.0
"MG","IRAÍ DE MINAS",46310,6573,5258.4
"MG","ITABIRA",46337,87101,69680.8
"MG","ITABIRINHA",46353,8876,7100.8
"MG","ITABIRITO",46370,43835,35068.0
"MG","ITACAMBIRA",46396,4554,3643.2
"MG","ITACARAMBI",46418,13873,11098.4
"MG","ITAGUARA",46434,10920,8736.0
"MG","ITAIPÉ",46450,9693,7754.4
"MG","ITAJUBÁ",46477,67798,54238.4
"MG","ITAMARANDIBA",46493,26135,20908.0
"MG","ITAMARATI DE MINAS",46515,3715,2972.0
"MG","ITAMBACURI",46531,18644,14915.2
"MG","ITAMBÉ DO MATO DENTRO",46558,2612,2089.6
"MG","ITAMOGI",46574,9296,7436.8
"MG","ITAMONTE",46590,12101,9680.8
"MG","ITANHANDU",46612,12597,10077.6
"MG","ITANHOMI",46639,9809,7847.2
"MG","ITAOBIM",46655,16597,13277.6
"MG","ITAPAGIPE",46671,10377,8301.6
"MG","ITAPECERICA",46698,16835,13468.0
"MG","ITAPEVA",46710,9078,7262.4
"MG","ITATIAIUÇU",46736,11323,9058.4
"MG","ITAÚ DE MINAS",54453,12263,9810.4
"MG","ITAÚNA",46752,71614,57291.2
"MG","ITAVERAVA",46779,5478,4382.4
"MG","ITINGA",46795,11507,9205.6
"MG","ITUETA",46817,5065,4052.0
"MG","ITUIUTABA",46833,78133,62506.4
"MG","ITUMIRIM",46850,5716,4572.8
"MG","ITURAMA",46876,30455,24364.0
"MG","ITUTINGA",46892,3482,2785.6
"MG","JABOTICATUBAS",46914,15379,12303.2
"MG","JACINTO",46930,9306,7444.8
"MG","JACUÍ",46957,6379,5103.2
"MG","JACUTINGA",46973,19310,15448.0
"MG","JAGUARAÇU",46990,3180,2544.0
"MG","JAÍBA",40282,26203,20962.4
"MG","JAMPRUCA",40304,4321,3456.8
"MG","JANAÚBA",47015,53702,42961.6
"MG","JANUÁRIA",47031,51230,40984.0
"MG","JAPARAÍBA",47058,3563,2850.4
"MG","JAPONVAR",42269,8485,6788.0
"MG","JECEABA",47074,5630,4504.0
"MG","JENIPAPO DE MINAS",42285,6119,4895.2
"MG","JEQUERI",47090,10495,8396.0
"MG","JEQUITAÍ",47112,6544,5235.2
"MG","JEQUITIBÁ",47139,5573,4458.4
"MG","JEQUITINHONHA",47155,18145,14516.0
"MG","JESUÂNIA",47171,4386,3508.8
"MG","JOAÍMA",47198,11108,8886.4
"MG","JOANÉSIA",47210,5125,4100.0
"MG","JOÃO MONLEVADE",47236,60895,48716.0
"MG","JOÃO PINHEIRO",47252,38732,30985.6
"MG","JOAQUIM FELÍCIO",47279,3603,2882.4
"MG","JORDÂNIA",47295,7733,6186.4
"MG","JOSÉ GONÇALVES DE MINAS",42307,3772,3017.6
"MG","JOSENÓPOLIS",40924,3522,2817.6
"MG","JOSÉ RAYDAN",42323,4424,3539.2
"MG","JUATUBA",40320,23528,18822.4
"MG","JUIZ DE FORA",47333,388892,311113.6
"MG","JURAMENTO",47350,4563,3650.4
"MG","JURUAIA",47376,9205,7364.0
"MG","JUVENÍLIA",40940,5646,4516.8
"MG","LADAINHA",47392,12651,10120.8
"MG","LAGAMAR",47414,6470,5176.0
"MG","LAGOA DA PRATA",47430,37110,29688.0
"MG","LAGOA DOS PATOS",47457,3762,3009.6
"MG","LAGOA DOURADA",47473,10110,8088.0
"MG","LAGOA FORMOSA",47490,15262,12209.6
"MG","LAGOA GRANDE",40347,7674,6139.2
"MG","LAGOA SANTA",47511,51057,40845.6
"MG","LAJINHA",47538,15689,12551.2
"MG","LAMBARI",47554,17177,13741.6
"MG","LAMIM",47570,3463,2770.4
"MG","LARANJAL",47597,5712,4569.6
"MG","LASSANCE",47619,6034,4827.2
"MG","LAVRAS",47635,75436,60348.8
"MG","LEANDRO FERREIRA",47651,3311,2648.8
"MG","LEME DO PRADO",40967,4386,3508.8
"MG","LEOPOLDINA",47678,40924,32739.2
"MG","LIBERDADE",47694,4153,3322.4
"MG","LIMA DUARTE",47716,14521,11616.8
"MG","LIMEIRA DO OESTE",40363,6373,5098.4
"MG","LONTRA",40380,8444,6755.2
"MG","LUISBURGO",40983,5630,4504.0
"MG","LUISLÂNDIA",41009,6756,5404.8
"MG","LUMINÁRIAS",47732,4245,3396.0
"MG","LUZ",47759,14859,11887.2
"MG","MACHACALIS",47775,5761,4608.8
"MG","MACHADO",47791,30478,24382.4
"MG","MADRE DE DEUS DE MINAS",47813,4425,3540.0
"MG","MALACACHETA",47830,15530,12424.0
"MG","MAMONAS",40401,5964,4771.2
"MG","MANGA",47856,16412,13129.6
"MG","MANHUAÇU",47872,61096,48876.8
"MG","MANHUMIRIM",47899,17345,13876.0
"MG","MANTENA",47910,19417,15533.6
"MG","MARAVILHAS",47937,6323,5058.4
"MG","MAR DE ESPANHA",47953,10232,8185.6
"MG","MARIA DA FÉ",47970,12156,9724.8
"MG","MARIANA",47996,51596,41276.8
"MG","MARILAC",48011,4479,3583.2
"MG","MÁRIO CAMPOS",41025,11810,9448.0
"MG","MARIPÁ DE MINAS",48038,3092,2473.6
"MG","MARLIÉRIA",48054,4427,3541.6
"MG","MARMELÓPOLIS",48070,2941,2352.8
"MG","MARTINHO CAMPOS",48097,11656,9324.8
"MG","MARTINS SOARES",41041,8061,6448.8
"MG","MATA VERDE",40428,7054,5643.2
"MG","MATERLÂNDIA",48119,4552,3641.6
"MG","MATEUS LEME",48135,28390,22712.0
"MG","MATHIAS LOBATO",54313,3352,2681.6
"MG","MATIAS BARBOSA",48151,12005,9604.0
"MG","MATIAS CARDOSO",40444,7186,5748.8
"MG","MATIPÓ",48178,15009,12007.2
"MG","MATO VERDE",48194,10681,8544.8
"MG","MATOZINHOS",48216,30091,24072.8
"MG","MATUTINA",48232,3349,2679.2
"MG","MEDEIROS",48259,3182,2545.6
"MG","MEDINA",48275,16235,12988.0
"MG","MENDES PIMENTEL",48291,5079,4063.2
"MG","MERCÊS",48313,8199,6559.2
"MG","MESQUITA",48330,5592,4473.6
"MG","MINAS NOVAS",48356,22555,18044.0
"MG","MINDURI",48372,3299,2639.2
"MG","MIRABELA",48399,10448,8358.4
"MG","MIRADOURO",48410,8135,6508.0
"MG","MIRAÍ",48437,10784,8627.2
"MG","MIRAVÂNIA",41068,4222,3377.6
"MG","MOEDA",48453,5028,4022.4
"MG","MOEMA",48470,6792,5433.6
"MG","MONJOLOS",48496,2485,1988.0
"MG","MONSENHOR PAULO",48518,6961,5568.8
"MG","MONTALVÂNIA",48534,13274,10619.2
"MG","MONTE ALEGRE DE MINAS",48550,15605,12484.0
"MG","MONTE AZUL",48577,17749,14199.2
"MG","MONTE BELO",48593,10971,8776.8
"MG","MONTE CARMELO",48615,36385,29108.0
"MG","MONTE FORMOSO",41084,4573,3658.4
"MG","MONTE SANTO DE MINAS",48631,17389,13911.2
"MG","MONTES CLAROS",48658,276364,221091.2
"MG","MONTE SIÃO",48674,18818,15054.4
"MG","MONTEZUMA",40460,6180,4944.0
"MG","MORADA NOVA DE MINAS",48690,6774,5419.2
"MG","MORRO DA GARÇA",48712,2903,2322.4
"MG","MORRO DO PILAR",48739,3922,3137.6
"MG","MUNHOZ",48755,5997,4797.6
"MG","MURIAÉ",48771,78563,62850.4
"MG","MUTUM",48798,21547,17237.6
"MG","MUZAMBINHO",48810,18092,14473.6
"MG","NACIP RAYDAN",48836,2746,2196.8
"MG","NANUQUE",48852,30008,24006.4
"MG","NAQUE",40487,5482,4385.6
"MG","NATALÂNDIA",41106,3325,2660.0
"MG","NATÉRCIA",48879,4101,3280.8
"MG","NAZARENO",48895,6175,4940.0
"MG","NEPOMUCENO",48917,21008,16806.4
"MG","NINHEIRA",41122,8808,7046.4
"MG","NOVA BELÉM",41149,3646,2916.8
"MG","NOVA ERA",48933,15060,12048.0
"MG","NOVA LIMA",48950,72646,58116.8
"MG","NOVA MÓDICA",48976,3652,2921.6
"MG","NOVA PONTE",48992,13276,10620.8
"MG","NOVA PORTEIRINHA",41165,5796,4636.8
"MG","NOVA RESENDE",49018,13008,10406.4
"MG","NOVA SERRANA",49034,61867,49493.6
"MG","NOVA UNIÃO",47317,5626,4500.8
"MG","NOVO CRUZEIRO",49050,25342,20273.6
"MG","NOVO ORIENTE DE MINAS",40509,9114,7291.2
"MG","NOVORIZONTE",41181,4826,3860.8
"MG","OLARIA",49077,2274,1819.2
"MG","OLHOS D'ÁGUA",41203,5110,4088.0
"MG","OLÍMPIO NORONHA",49093,2719,2175.2
"MG","OLIVEIRA",49115,33455,26764.0
"MG","OLIVEIRA FORTES",49131,2590,2072.0
"MG","ONÇA DE PITANGUI",49158,3209,2567.2
"MG","ORATÓRIOS",41220,4161,3328.8
"MG","ORIZÂNIA",41246,6595,5276.0
"MG","OURO BRANCO",49174,29495,23596.0
"MG","OURO FINO",49190,25419,20335.2
"MG","OURO PRETO",49212,63868,51094.4
"MG","OURO VERDE DE MINAS",49239,7348,5878.4
"MG","PADRE CARVALHO",41262,5016,4012.8
"MG","PADRE PARAÍSO",49255,14300,11440.0
"MG","PAINEIRAS",49271,3952,3161.6
"MG","PAINS",49298,6839,5471.2
"MG","PAI PEDRO",41289,5473,4378.4
"MG","PAIVA",49310,1790,1432.0
"MG","PALMA",49336,5366,4292.8
"MG","PALMÓPOLIS",40525,6278,5022.4
"MG","PAPAGAIOS",49379,11512,9209.6
"MG","PARACATU",49395,68243,54594.4
"MG","PARÁ DE MINAS",49417,67111,53688.8
"MG","PARAGUAÇU",49433,16696,13356.8
"MG","PARAISÓPOLIS",49450,16555,13244.0
"MG","PARAOPEBA",49476,19169,15335.2
"MG","PASSABÉM",49492,1883,1506.4
"MG","PASSA QUATRO",49514,13287,10629.6
"MG","PASSA TEMPO",49530,6984,5587.2
"MG","PASSA VINTE",49557,2270,1816.0
"MG","PASSOS",49573,81199,64959.2
"MG","PATIS",41300,4994,3995.2
"MG","PATOS DE MINAS",49590,115777,92621.6
"MG","PATROCÍNIO",49611,63611,50888.8
"MG","PATROCÍNIO DO MURIAÉ",49638,4943,3954.4
"MG","PAULA CÂNDIDO",49654,7727,6181.6
"MG","PAULISTAS",49670,4331,3464.8
"MG","PAVÃO",49697,6619,5295.2
"MG","PEÇANHA",49719,12191,9752.8
"MG","PEDRA AZUL",49735,18793,15034.4
"MG","PEDRA BONITA",41327,5919,4735.2
"MG","PEDRA DO ANTA",49751,3450,2760.0
"MG","PEDRA DO INDAIÁ",49778,3693,2954.4
"MG","PEDRA DOURADA",49794,2703,2162.4
"MG","PEDRALVA",49816,9381,7504.8
"MG","PEDRAS DE MARIA DA CRUZ",40541,8095,6476.0
"MG","PEDRINÓPOLIS",49832,3319,2655.2
"MG","PEDRO LEOPOLDO",49859,48776,39020.8
"MG","PEDRO TEIXEIRA",49875,2407,1925.6
"MG","PEQUERI",49891,3350,2680.0
"MG","PEQUI",49913,3710,2968.0
"MG","PERDIGÃO",49930,8264,6611.2
"MG","PERDIZES",49956,13703,10962.4
"MG","PERDÕES",49972,17299,13839.2
"MG","PERIQUITO",40568,6093,4874.4
"MG","PESCADOR",49999,3742,2993.6
"MG","PIAU",50016,3013,2410.4
"MG","PIEDADE DE CARATINGA",41343,7950,6360.0
"MG","PIEDADE DE PONTE NOVA",50032,3883,3106.4
"MG","PIEDADE DO RIO GRANDE",50059,4136,3308.8
"MG","PIEDADE DOS GERAIS",50075,5139,4111.2
"MG","PIMENTA",50091,7020,5616.0
"MG","PINGO D'ÁGUA",41360,4268,3414.4
"MG","PINTÓPOLIS",41386,6500,5200.0
"MG","PIRACEMA",50113,5619,4495.2
"MG","PIRAJUBA",50130,4427,3541.6
"MG","PIRANGA",50156,13931,11144.8
"MG","PIRANGUÇU",50172,4691,3752.8
"MG","PIRANGUINHO",50199,7156,5724.8
"MG","PIRAPETINGA",50210,9734,7787.2
"MG","PIRAPORA",50237,42028,33622.4
"MG","PIRAÚBA",50253,9609,7687.2
"MG","PITANGUI",50270,21259,17007.2
"MG","PIUMHI",50296,25924,20739.2
"MG","PLANURA",50318,8487,6789.6
"MG","POÇO FUNDO",50334,12883,10306.4
"MG","POÇOS DE CALDAS",50350,123160,98528.0
"MG","POCRANE",50377,7471,5976.8
"MG","POMPÉU",50393,24464,19571.2
"MG","PONTE NOVA",50415,44856,35884.8
"MG","PONTO CHIQUE",41408,4004,3203.2
"MG","PONTO DOS VOLANTES",40584,9663,7730.4
"MG","PORTEIRINHA",50431,31448,25158.4
"MG","PORTO FIRME",50458,9182,7345.6
"MG","POTÉ",50474,12835,10268.0
"MG","POUSO ALEGRE",50490,110006,88004.8
"MG","POUSO ALTO",50512,5493,4394.4
"MG","PRADOS",50539,7344,5875.2
"MG","PRATA",50555,22614,18091.2
"MG","PRATÁPOLIS",50571,7437,5949.6
"MG","PRATINHA",50598,3145,2516.0
"MG","PRESIDENTE BERNARDES",50610,5664,4531.2
"MG","PRESIDENTE JUSCELINO",50636,4067,3253.6
"MG","PRESIDENTE KUBITSCHEK",50652,2962,2369.6
"MG","PRESIDENTE OLEGÁRIO",50679,16485,13188.0
"MG","PRUDENTE DE MORAIS",50717,8265,6612.0
"MG","QUARTEL GERAL",50733,3496,2796.8
"MG","QUELUZITO",50750,2568,2054.4
"MG","RAPOSOS",50776,12676,10140.8
"MG","RAUL SOARES",50792,18151,14520.8
"MG","RECREIO",50814,7939,6351.2
"MG","REDUTO",41424,5793,4634.4
"MG","RESENDE COSTA",50830,9462,7569.6
"MG","RESPLENDOR",50857,13204,10563.2
"MG","RESSAQUINHA",50873,4287,3429.6
"MG","RIACHINHO",40606,5894,4715.2
"MG","RIACHO DOS MACHADOS",50890,7890,6312.0
"MG","RIBEIRÃO DAS NEVES",50911,210374,168299.2
"MG","RIBEIRÃO VERMELHO",50938,3316,2652.8
"MG","RIO ACIMA",50954,8167,6533.6
"MG","RIO CASCA",50970,11077,8861.6
"MG","RIO DOCE",50997,2506,2004.8
"MG","RIO DO PRADO",51012,4418,3534.4
"MG","RIO ESPERA",51039,5592,4473.6
"MG","RIO MANSO",51055,4802,3841.6
"MG","RIO NOVO",51071,7288,5830.4
"MG","RIO PARANAÍBA",51098,10948,8758.4
"MG","RIO PARDO DE MINAS",51110,21814,17451.2
"MG","RIO PIRACICABA",51136,12456,9964.8
"MG","RIO POMBA",51152,13279,10623.2
"MG","RIO PRETO",51179,5363,4290.4
"MG","RIO VERMELHO",51195,10736,8588.8
"MG","RITÁPOLIS",51217,4655,3724.0
"MG","ROCHEDO DE MINAS",51233,2701,2160.8
"MG","RODEIRO",51250,6871,5496.8
"MG","ROMARIA",51276,3198,2558.4
"MG","ROSÁRIO DA LIMEIRA",40622,5165,4132.0
"MG","RUBELITA",51292,7531,6024.8
"MG","RUBIM",51314,6995,5596.0
"MG","SABARÁ",51330,91411,73128.8
"MG","SABINÓPOLIS",51357,12737,10189.6
"MG","SACRAMENTO",51373,20339,16271.2
"MG","SALINAS",51390,32689,26151.2
"MG","SALTO DA DIVISA",51411,4942,3953.6
"MG","SANTA BÁRBARA",51438,24067,19253.6
"MG","SANTA BÁRBARA DO LESTE",40649,6943,5554.4
"MG","SANTA BÁRBARA DO MONTE VERDE",41440,3431,2744.8
"MG","SANTA BÁRBARA DO TUGÚRIO",51454,4479,3583.2
"MG","SANTA CRUZ DE MINAS",41467,6336,5068.8
"MG","SANTA CRUZ DE SALINAS",41483,4523,3618.4
"MG","SANTA CRUZ DO ESCALVADO",51470,4695,3756.0
"MG","SANTA EFIGÊNIA DE MINAS",51497,4218,3374.4
"MG","SANTA FÉ DE MINAS",51519,3652,2921.6
"MG","SANTA HELENA DE MINAS",41505,5326,4260.8
"MG","SANTA JULIANA",51535,11519,9215.2
"MG","SANTA LUZIA",51551,159791,127832.8
"MG","SANTA MARGARIDA",51578,12434,9947.2
"MG","SANTA MARIA DE ITABIRA",51594,8704,6963.2
"MG","SANTA MARIA DO SALTO",51616,4633,3706.4
"MG","SANTA MARIA DO SUAÇUÍ",51632,12476,9980.8
"MG","SANTANA DA VARGEM",51659,5993,4794.4
"MG","SANTANA DE CATAGUASES",51675,3246,2596.8
"MG","SANTANA DE PIRAPAMA",51691,7026,5620.8
"MG","SANTANA DO DESERTO",51713,3379,2703.2
"MG","SANTANA DO GARAMBÉU",51730,2303,1842.4
"MG","SANTANA DO JACARÉ",51756,3790,3032.0
"MG","SANTANA DO MANHUAÇU",51772,7871,6296.8
"MG","SANTANA DO PARAÍSO",40681,25006,20004.8
"MG","SANTANA DO RIACHO",51799,5788,4630.4
"MG","SANTANA DOS MONTES",51810,3702,2961.6
"MG","SANTA RITA DE CALDAS",51837,7009,5607.2
"MG","SANTA RITA DE IBITIPOCA",51870,3328,2662.4
"MG","SANTA RITA DE JACUTINGA",51853,4224,3379.2
"MG","SANTA RITA DE MINAS",40665,5894,4715.2
"MG","SANTA RITA DO ITUETO",51896,5150,4120.0
"MG","SANTA RITA DO SAPUCAÍ",51918,31228,24982.4
"MG","SANTA ROSA DA SERRA",51934,3366,2692.8
"MG","SANTA VITÓRIA",51950,17454,13963.2
"MG","SANTO ANTÔNIO DO AMPARO",51977,14037,11229.6
